customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9763-PDTKK,1,0,0,0,-1.1552834925186746,1,0,2,1,0,1,1,0,1,0.0,1,2,0.9850570111795457,-0.8353845472122315,1
7627-JKIAZ,1,0,1,0,0.18848851024232702,1,1,2,0,0,1,0,0,0,0.0,1,3,0.47156173812821356,0.24659727354469285,1
3312-UUMZW,0,0,1,0,-0.015113308357824713,1,1,2,0,1,0,0,1,1,0.0,1,3,1.1329569441943304,0.38170988852432874,0
8461-EFQYM,1,0,0,0,0.22920887396235737,1,1,0,2,2,2,2,2,2,1.0,1,1,-1.3464441800535252,-0.6027923166252468,0
6891-JPYFF,1,0,1,1,0.6364125111626608,1,1,2,1,1,0,0,1,1,0.0,1,3,1.3456669602155942,1.1986062734918188,0
1047-NNCBF,0,0,0,0,-0.5037576729981889,1,0,2,0,0,0,0,0,0,0.0,0,3,0.19237984210030468,-0.34728057469722684,0
3696-XRIEN,1,0,0,0,0.7178532386027215,1,1,1,1,0,1,1,1,1,1.0,1,3,0.5895493251400082,0.8375412478613405,0
4081-DYXAV,1,0,0,0,-0.5444780367182193,0,2,1,0,0,0,0,1,1,1.0,1,3,-0.6617838159850825,-0.611991004045085,1
0074-HDKDG,0,0,1,1,-0.30015585439803716,1,0,1,1,1,1,0,0,0,1.0,1,2,-0.10508182092943122,-0.2954635081523836,0
8791-GFXLZ,0,0,0,0,-0.8295205827584317,1,0,1,0,1,0,0,0,0,0.0,1,2,-0.5221928679711283,-0.7445668107434705,0
8111-SLLHI,0,1,1,0,0.26992923768238775,1,1,2,0,1,1,0,1,1,0.0,1,1,1.3589613362169235,0.8841744018314548,1
0927-LCSMG,0,0,0,0,-1.0331224013585834,1,0,2,0,0,1,0,0,0,0.0,0,0,0.32864719611392706,-0.7659642371157558,1
9330-DHBFL,1,0,1,1,-0.38159658183809786,1,0,1,1,1,1,1,0,0,1.0,1,0,0.04946530008601819,-0.3295229167284747,0
0098-BOWSO,0,0,0,0,-0.21871512695797646,1,0,0,2,2,2,2,2,2,0.0,1,1,-1.5076384890696393,-0.7724717018372239,0
3452-ABWRL,0,1,0,0,0.5956921474426305,1,1,2,0,0,0,0,1,0,0.0,1,3,0.7075369121518029,0.6992300485270845,0
8257-RZAHR,1,0,1,0,-0.748079855318371,1,1,1,1,0,0,0,1,0,0.0,1,2,-0.0020504069191315333,-0.5910568209241585,1
5293-WXJAK,1,1,1,0,-0.8702409464784621,1,1,2,0,0,1,1,1,1,0.0,1,2,1.3057838322116073,-0.5060627139010504,1
3156-QLHBO,0,0,0,1,-1.2367242199587352,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.5126238800701375,-0.9848797621864345,0
2208-NQBCT,1,0,1,1,-0.2594354906780068,1,0,2,1,1,0,0,0,0,0.0,0,1,0.5712695581381809,-0.09293797049882643,0
0774-IFUVM,0,0,1,1,-0.8702409464784621,1,1,1,1,0,0,0,1,0,0.0,1,2,0.012905766082363669,-0.6870805291700941,0
3082-WQRVY,0,1,1,0,-0.748079855318371,1,0,0,2,2,2,2,2,2,1.0,0,0,-1.4993295040688086,-0.905334278167403,0
1641-BYBTK,0,0,0,1,-1.0738427650786138,1,0,0,2,2,2,2,2,2,0.0,1,0,-1.481049737066981,-0.9628205597407796,0
2460-NGXBJ,0,1,1,1,-0.8702409464784621,1,1,2,0,0,0,0,0,0,0.0,1,3,0.3469269631157543,-0.6641610178290587,0
2446-ZKVAF,0,0,1,0,-0.5851984004382496,1,1,1,0,1,0,0,0,0,0.0,0,3,-0.26461433294537917,-0.532092572786923,0
0841-NULXI,0,0,0,0,-1.2774445836787656,0,2,1,0,0,0,0,0,1,0.0,1,1,-0.9708780580159815,-0.9905269180125219,1
3522-CDKHF,1,0,1,0,-0.015113308357824713,1,0,2,1,0,0,0,0,0,0.0,1,2,0.356897745116751,0.019409547556893513,0
1430-SFQSA,0,0,0,0,-0.13727439951791576,0,2,1,1,0,0,1,0,0,1.0,0,0,-0.9692162610158153,-0.532997000087195,0
0411-EZJZE,1,0,0,0,-1.1960038562387048,1,1,1,0,0,0,0,1,0,0.0,1,1,-0.1499503399339166,-0.9309891306116996,0
7851-WZEKY,1,0,0,0,-1.2367242199587352,1,1,2,0,0,0,0,1,1,0.0,1,1,1.0099839661820376,-0.9193418717203938,1
8844-TONUD,0,0,1,1,-0.7888002190384014,1,0,2,0,0,1,0,1,1,0.0,1,0,1.0598378761870213,-0.493180139672788,1
8807-ARQET,1,0,0,0,0.35136996512244845,0,2,1,0,1,0,0,0,1,0.0,1,1,-0.8113455460000336,-0.26597035448254314,0
8992-CEUEN,1,0,0,0,-1.2774445836787656,1,0,0,2,2,2,2,2,2,0.0,0,1,-1.5259182560714666,-0.9978946916293708,0
4320-QMLLA,0,0,0,0,-1.0331224013585834,1,0,1,0,0,0,0,1,0,0.0,0,0,-0.32942441595185784,-0.8427964392339715,0
8777-PVYGU,1,0,1,0,0.7992939660427822,1,0,1,1,0,1,0,1,0,1.0,1,0,-0.015344782920460707,0.4984913062716254,0
5268-DSMNQ,1,1,1,0,1.2064976032430856,1,1,2,0,1,1,0,1,0,1.0,1,3,1.1030445981913404,1.6129001546236625,0
5334-JLAXU,1,0,1,0,1.125056875803025,1,1,2,1,1,0,0,0,1,0.0,1,3,0.9750862291785486,1.4096687224918443,0
4086-YQSNZ,1,1,1,0,-1.1960038562387048,1,0,2,0,0,0,0,1,0,0.0,1,1,0.5197538511330312,-0.9073637247924032,1
6242-MBHPK,1,1,1,0,-0.38159658183809786,1,0,2,1,0,0,0,1,1,0.0,1,1,1.0083221691818711,0.020005146022926357,0
5868-CZJDR,0,0,0,1,-1.2774445836787656,0,2,1,0,1,0,0,0,0,0.0,1,0,-1.1104690060299358,-0.9923798910179571,1
9359-UGBTK,1,0,0,0,1.4100994218432374,1,0,1,1,0,1,1,0,1,1.0,1,2,0.252204534106285,1.1959591691983402,0
0135-NMXAP,1,0,0,0,-0.8295205827584317,1,1,2,0,1,0,0,1,0,0.0,1,2,0.830509890164096,-0.5419089178752394,1
6479-OAUSD,0,0,0,0,-0.30015585439803716,1,0,0,2,2,2,2,2,2,1.0,0,3,-1.491020519067978,-0.7808541987665728,0
7129-ACFOG,1,0,0,0,-1.1145631287986442,1,1,1,1,0,0,0,0,0,0.0,1,1,-0.3643221529553466,-0.8809368002625088,0
4189-NAKJS,0,0,0,0,-0.2594354906780068,1,1,1,0,0,0,0,0,0,1.0,1,3,-0.43910301796282214,-0.4347011939893569,0
5562-BETPV,0,0,1,1,-1.2774445836787656,1,0,0,2,2,2,2,2,2,1.0,0,0,-1.4993295040688086,-0.9975417443902402,0
1282-IHQAC,0,1,0,0,1.5322605130033284,0,2,1,0,1,1,0,1,0,1.0,1,3,-0.6883725679877406,0.3224809299577455,0
6270-OMFIW,0,0,1,0,1.125056875803025,1,0,2,0,1,0,0,1,1,1.0,1,1,0.9850570111795457,1.468941799463319,1
1641-RQDAY,1,1,1,1,-0.015113308357824713,1,1,2,0,1,0,0,1,1,0.0,1,1,1.1844726511994805,0.41336484403384344,0
0107-WESLM,0,0,0,0,-1.2774445836787656,1,0,0,2,2,2,2,2,2,0.0,1,1,-1.4926823160681442,-0.9974535075804577,1
6994-ORCWG,1,0,0,0,-0.748079855318371,1,1,1,0,1,0,0,0,0,1.0,1,0,-0.3493659799538514,-0.6650875043317761,0
1346-UFHAX,1,0,0,0,-0.7888002190384014,1,1,2,1,0,0,0,0,0,0.0,1,3,0.5064594751317021,-0.5520782102026864,0
3992-YWPKO,1,0,0,0,-1.0738427650786138,1,1,2,0,1,1,1,1,1,0.0,1,3,1.5002140812310438,-0.7108603494065099,1
0125-LZQXK,0,0,0,0,-0.7073594915983407,1,0,2,0,0,1,1,1,1,0.0,1,1,1.2160467942026365,-0.3206330581428758,1
5461-QKNTN,0,1,1,0,0.43281069256250915,1,1,2,0,1,0,1,1,0,0.0,1,1,0.9817334171792131,0.7378557120094261,0
8399-YNDCH,0,1,0,0,-0.46303730927815856,1,0,1,0,0,1,0,1,0,0.0,1,2,-0.15659752793458118,-0.4608413488874579,1
3164-YAXFY,0,0,0,0,1.002895784642934,0,2,1,1,0,1,0,1,1,0.0,1,1,-0.3659839499555126,0.40381320937487486,0
0887-WBJVH,1,0,1,0,0.8400143297628127,1,0,2,0,0,0,1,1,1,1.0,1,1,0.9534828681763893,1.1433259121630077,0
4660-IRIBM,0,0,1,1,-0.5851984004382496,1,0,2,1,0,1,0,1,0,0.0,1,0,0.7690234011579498,-0.3442143455572808,0
5673-FSSMF,1,0,0,0,-1.2774445836787656,1,1,1,0,0,0,0,0,1,0.0,1,1,-0.15327393393424887,-0.9796737904092598,1
7670-ZBPOQ,1,0,1,0,1.0436161483629645,1,1,1,1,0,0,1,0,0,1.0,1,2,-0.12336158793125872,0.528557999205053,0
0080-OROZO,1,0,0,0,0.10704778280226633,1,0,2,0,0,1,1,1,1,1.0,1,1,1.1462513201956595,0.5520510498096755,0
3916-NRPAP,0,0,0,0,-1.1960038562387048,1,0,2,0,0,1,0,0,1,0.0,0,3,0.6959043331506402,-0.892937006392945,0
6807-SIWJI,0,0,0,0,0.22920887396235737,1,1,2,1,1,0,0,1,1,1.0,1,1,1.332372584214265,0.7087816831860531,0
1579-KLYDT,0,0,0,0,-1.0331224013585834,1,1,2,0,0,1,0,1,0,0.0,1,1,0.8537750481664219,-0.7443903371239052,1
8967-SZQAS,1,0,0,0,-0.748079855318371,1,0,1,0,1,0,0,0,0,0.0,0,1,-0.4756625519664766,-0.6685066807108526,0
4468-KAZHE,1,1,1,0,-0.5037576729981889,1,0,1,0,1,0,0,0,1,0.0,1,1,-0.1582593249347472,-0.4506058789526742,0
8944-AILEF,0,0,1,0,-0.7073594915983407,1,0,0,2,2,2,2,2,2,0.0,1,3,-1.505976692069473,-0.8558334278793536,0
7126-RBHSD,1,0,1,0,-0.62591876415828,1,1,2,1,0,0,0,0,0,0.0,0,1,0.46989994112804756,-0.41107578817006063,0
5370-IIVVL,0,0,0,0,0.18848851024232702,1,1,2,0,1,0,1,1,1,1.0,1,3,1.3207400052131024,0.6605823258422973,0
6789-HJBWG,1,0,0,0,-0.8295205827584317,1,0,1,0,1,0,0,0,0,0.0,1,1,-0.5105602889699654,-0.7363607874336869,0
3927-NLNRY,0,0,1,0,0.8400143297628127,1,0,2,0,1,0,0,1,1,1.0,1,2,0.9800716201790471,1.141450879955127,1
6791-YBNAK,0,0,1,1,-0.5851984004382496,0,2,1,0,0,0,0,0,0,0.0,0,3,-1.303237458049206,-0.7998030536673904,0
6358-LYNGM,0,0,0,0,-1.2774445836787656,1,1,2,0,0,0,0,0,0,0.0,1,1,0.33695618111475767,-0.9731663256877916,1
6077-BDPXA,1,0,0,0,-1.1960038562387048,1,0,2,0,0,0,0,0,0,0.0,1,1,0.179085466098976,-0.9205330686524593,0
0013-MHZWF,1,0,0,1,-0.9516816739185228,1,0,1,0,0,0,1,1,1,0.0,1,3,0.15415851109648415,-0.7540963861999934,0
5494-HECPR,1,0,0,0,-1.2774445836787656,1,0,2,0,0,0,0,1,0,0.0,1,1,0.5147684601325326,-0.9708059910261065,1
8268-YDIXR,0,0,1,0,0.9621754209229036,1,1,2,1,1,1,0,0,0,1.0,1,1,0.9435120861753926,1.3117479228355824,0
9824-BEMCV,0,0,1,1,-0.62591876415828,1,0,2,0,0,0,0,0,0,0.0,1,1,0.14086413509515497,-0.4990037691184408,1
1373-ORVIZ,1,0,1,1,-0.8702409464784621,1,1,1,0,0,0,1,0,1,0.0,1,1,0.05278889408635025,-0.6793818675165605,1
4291-SHSBH,0,0,0,0,-1.0331224013585834,1,0,2,0,0,0,0,0,0,0.0,1,1,0.15914390209698223,-0.7761997070505396,0
9866-QEVEE,0,0,0,0,-0.5444780367182193,1,1,2,0,0,0,0,0,1,0.0,1,2,0.7058751151516368,-0.33011851519450736,1
9897-KXHCM,1,0,1,1,-1.1960038562387048,1,0,2,0,0,0,0,0,1,0.0,1,1,0.5164302571326987,-0.8958929395206627,1
0784-GTUUK,0,0,1,0,1.2064976032430856,1,1,0,2,2,2,2,2,2,1.0,1,3,-1.3630621500551865,-0.3679059289839141,0
7979-CORPM,0,0,0,0,-0.3408762181180675,1,1,2,0,1,0,0,1,0,0.0,1,3,0.8570986421667539,0.0008136398952066429,1
2294-DMMUS,1,0,1,1,1.2064976032430856,1,1,1,0,0,0,0,1,1,0.0,1,3,0.18905624809997262,0.8910789321969446,0
0872-JCPIB,0,0,0,0,-0.62591876415828,1,1,1,1,0,0,0,0,1,0.0,0,2,0.03284733008435696,-0.5159672957991494,0
3055-MJDSB,0,0,0,0,-0.9516816739185228,0,2,1,0,0,0,0,0,0,0.0,1,0,-1.3348116010523623,-0.9223419232530029,0
1618-CFHME,1,0,0,0,-1.2367242199587352,1,1,2,0,0,0,0,0,0,0.0,1,1,0.37019212111808014,-0.9429672775396902,1
3165-HDOEW,0,0,1,1,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0.0,1,0,-0.62854787598176,-0.9859827223087172,1
6581-NQCBA,1,0,1,0,-0.6666391278783103,0,2,1,0,0,0,1,1,1,0.0,1,1,-0.4922805219681379,-0.6487636945219916,1
8496-DMZUK,0,0,0,0,-0.0965540357978854,1,1,2,1,1,1,0,0,0,1.0,0,2,0.8521132511662559,0.23821477661534401,0
2040-VZIKE,1,0,1,0,0.6771328748826912,1,1,2,1,0,0,0,1,1,0.0,1,0,1.1994288242009752,1.1323624885475174,0
0178-SZBHO,0,0,1,1,0.5956921474426305,1,1,2,0,1,0,0,1,0,0.0,0,1,0.7457582431556239,0.7662238463545382,0
0384-RVBPI,0,0,0,0,-0.5037576729981889,1,0,1,1,0,1,0,0,1,0.0,0,3,-0.012021188920128179,-0.38917100014152545,0
1689-MRZQR,0,0,1,1,0.06632741908223598,1,0,2,0,0,0,0,1,0,0.0,0,1,0.4499583771260538,0.12511724567647167,1
4525-VZCZG,0,0,0,1,0.880734693482843,1,0,2,1,1,0,1,1,1,1.0,1,1,1.3656085242175875,1.5644140276481129,0
1543-LLLFT,0,1,1,0,1.1657772395230555,1,1,2,0,1,1,1,1,0,1.0,1,0,1.114677177192503,1.6702540809823652,0
5835-BEQEU,0,0,0,0,-1.1960038562387048,1,1,2,0,0,0,0,0,0,0.0,1,1,0.40508985812156867,-0.9054445741796313,1
2788-CJQAQ,0,0,0,0,-0.7888002190384014,1,0,0,2,2,2,2,2,2,1.0,0,0,-1.505976692069473,-0.8870030809350639,0
5565-FILXA,1,1,0,0,-0.6666391278783103,1,1,2,0,0,0,0,1,1,0.0,1,1,1.04321990618536,-0.33155236335347493,1
0319-QZTCO,1,0,1,1,-1.1960038562387048,1,0,1,0,1,0,0,1,0,0.0,1,3,-0.2014660469390663,-0.9318273803046345,0
2120-SMPEX,0,0,0,0,-0.30015585439803716,1,0,0,2,2,2,2,2,2,0.0,1,0,-1.4827115340671475,-0.7695819463168432,0
0096-FCPUF,0,0,0,0,-0.0965540357978854,1,1,1,1,0,0,0,0,1,0.0,1,0,-0.00869759491979612,-0.17305699378144487,0
0668-OGMHD,1,0,1,0,-0.46303730927815856,0,2,1,1,0,0,0,0,0,0.0,0,1,-1.2051914350394048,-0.7285518297679252,0
5552-ZNFSJ,0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0.0,0,1,-0.6468276429835875,-0.9862253735356192,1
2223-KAGMX,1,0,0,0,-0.7073594915983407,1,0,0,2,2,2,2,2,2,0.0,0,2,-1.5076384890696393,-0.8785764656008237,1
6507-ZJSUR,0,1,1,0,-0.38159658183809786,1,0,2,0,0,0,0,1,1,0.0,1,1,0.8537750481664219,-0.07211408339012834,0
9408-HRXRK,1,0,1,1,0.5142514200025698,1,1,2,1,1,0,0,1,1,0.0,1,1,1.3423433662152622,1.0809866060515871,0
5593-SUAOO,1,0,1,1,-0.3408762181180675,1,1,2,0,1,1,0,0,0,1.0,0,2,0.611152686142168,-0.10926178030861111,0
7321-PKUYW,1,0,0,0,-0.8702409464784621,1,1,2,0,0,0,1,1,0,0.0,0,1,0.8438042661654253,-0.5703432298276886,1
2833-SLKDQ,0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0.0,0,0,-0.6551366279844181,-0.9863356695478476,1
7595-EUIVN,1,0,0,0,-1.2774445836787656,1,0,2,0,1,0,0,0,0,0.0,0,1,0.36686852711774764,-0.9727692600437698,1
7617-EYGLW,0,0,0,0,-1.2774445836787656,1,0,0,2,2,2,2,2,2,0.0,0,1,-1.505976692069473,-0.997629981200023,0
2026-TGDHM,1,0,0,0,-1.0331224013585834,1,0,2,0,0,0,0,0,1,0.0,1,1,0.4831943171293762,-0.7754055757624959,1
4030-VPZBD,1,0,0,0,-1.2367242199587352,0,2,1,0,0,0,1,0,0,0.0,1,1,-1.125425179031431,-0.9801590928630641,1
0723-VSOBE,1,1,0,0,0.5142514200025698,0,2,1,0,0,0,0,0,1,1.0,0,1,-1.0157465770204666,-0.3018165584567323,0
4187-CINZD,1,1,0,0,0.5549717837226001,1,0,2,0,1,0,0,1,1,1.0,0,3,1.0133075601823696,0.9456754582499404,1
9992-UJOEL,0,0,0,0,-1.2367242199587352,1,0,1,0,1,0,0,0,0,0.0,1,0,-0.4806479429669752,-0.9652911904146929,0
4741-WWJQZ,1,0,1,0,-1.2367242199587352,1,0,2,1,0,0,1,0,0,0.0,1,1,0.5114448661322006,-0.9203786542353396,0
6625-UTXEW,1,0,1,0,-0.8295205827584317,1,0,1,0,1,0,0,0,0,0.0,1,1,-0.44907379996381874,-0.7361622546116761,0
6818-WOBHJ,1,1,1,0,1.4508197855632678,1,1,2,0,1,0,0,0,1,0.0,1,2,0.8255244991635975,1.6971883671685097,1
1004-NOZNR,0,1,0,1,0.9621754209229036,1,0,2,1,0,0,0,1,1,1.0,0,3,0.9983513871808745,1.3163141777418332,0
1251-STYSZ,1,1,0,0,-1.1552834925186746,1,1,2,1,0,0,0,0,0,0.0,1,1,0.5147684601325326,-0.8722234152964751,0
2408-TZMJL,0,0,1,0,1.0843365120829946,1,1,2,1,1,1,0,1,1,1.0,1,1,1.5085230662318745,1.8385657956427115,1
4598-ZADCK,1,0,0,0,0.8400143297628127,0,2,1,1,1,1,1,1,0,1.0,1,1,-0.3709693409560109,0.2640461026792057,0
1257-SXUXQ,0,0,1,1,-1.1145631287986442,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.505976692069473,-0.9682471235424106,0
9681-KYGYB,0,1,1,0,0.6771328748826912,1,1,2,1,1,1,0,0,0,0.0,1,1,0.7789941831589463,0.8288719813001979,0
4730-AWNAU,0,0,1,1,0.14776814652229667,0,2,1,1,0,1,1,1,1,1.0,0,3,-0.1349941669324214,-0.020363194452622004,0
3452-FLHYD,0,0,1,0,-0.30015585439803716,1,0,0,2,2,2,2,2,2,1.0,1,2,-1.4561227820644893,-0.7877587291320627,0
9531-NSBMR,1,0,0,0,0.14776814652229667,1,0,0,2,2,2,2,2,2,1.0,1,2,-1.5126238800701375,-0.7062940945002594,0
6260-ONULR,0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,1,1,0.0,1,0,-0.0651986929254444,-0.97850465267964,0
9134-CEQMF,0,1,1,0,-1.0331224013585834,1,0,2,0,0,0,0,1,1,0.0,1,1,0.8222009051632655,-0.7076617650518899,1
8985-OOPOS,1,0,0,0,-1.2774445836787656,1,0,1,0,0,1,1,1,1,1.0,0,3,0.31036742911209936,-0.9735192729269222,0
8800-ZKRFW,1,0,1,1,-0.0965540357978854,1,1,2,0,1,1,1,1,1,0.0,1,1,1.42044782522307,0.42432826764933385,0
9968-FFVVH,0,0,0,0,1.247217966963116,1,1,1,1,1,1,1,0,0,1.0,0,2,0.1342169470944904,0.8076510285474782,0
7993-PYKOF,0,0,1,0,-0.9924020376385531,1,0,2,1,0,0,0,0,0,0.0,0,1,0.3402797751150897,-0.726963567191838,1
5027-XWQHA,0,0,0,0,-1.0738427650786138,1,0,1,0,0,0,0,0,0,0.0,0,1,-0.6651074099854147,-0.886672192898379,1
6729-GDNGC,1,1,0,0,-0.5037576729981889,1,0,2,0,0,0,0,1,0,0.0,0,2,0.5297246331340278,-0.2940517191958617,0
6198-ZFIOJ,1,0,0,0,-1.1145631287986442,1,1,2,0,0,0,0,0,0,0.0,0,1,0.36022133911708304,-0.8286344312638612,0
5989-OMNJE,1,0,1,1,-0.3408762181180675,0,2,1,1,1,1,0,1,1,1.0,0,1,-0.23802558094272108,-0.40278152805049444,0
4566-QVRRW,1,0,1,0,-0.8702409464784621,1,0,1,0,0,0,0,0,0,0.0,1,1,-0.6883725679877406,-0.7928102864921177,1
8519-IMDHU,0,1,1,0,-0.7073594915983407,1,1,2,0,0,0,0,0,1,0.0,1,2,0.6925807391503077,-0.41257581393636517,1
4945-RVMTE,1,0,0,0,-0.1779947632379461,1,0,1,0,0,1,0,1,0,0.0,1,2,-0.1732154979362424,-0.27982353361841433,0
0201-OAMXR,1,0,0,0,1.5322605130033284,1,1,2,1,1,1,1,1,1,1.0,0,3,1.6879971422498155,2.5795564649947034,1
1866-NXPSP,1,0,0,0,0.14776814652229667,1,0,1,1,1,1,1,0,1,1.0,1,0,0.358559542116917,0.1762284177430539,0
3372-KWFBM,0,1,0,0,-0.6666391278783103,1,1,2,0,0,0,0,1,0,0.0,1,1,0.7258166791536301,-0.44105424429370554,1
7831-QGOXH,1,0,0,0,-0.5851984004382496,1,1,2,0,0,0,0,1,0,0.0,1,1,0.6792863631489789,-0.3206551173453214,1
6393-WRYZE,1,0,1,0,0.06632741908223598,1,1,2,0,0,0,0,1,1,0.0,1,1,1.0930738161903437,0.4089088851398212,1
3941-XTSKM,0,0,1,1,0.3920903288424788,0,2,1,0,1,1,0,0,1,1.0,1,3,-0.6534748309842519,-0.10220283552600147,0
1661-CZBAU,0,0,0,0,0.6364125111626608,1,1,1,1,0,0,1,0,1,1.0,1,2,0.20567421810163386,0.5949341393640283,0
6599-RCLCJ,0,0,1,0,0.5956921474426305,1,1,2,0,1,1,1,1,1,0.0,1,1,1.4885815022298807,1.2546587069062278,1
9831-BPFRI,1,0,1,1,0.26992923768238775,1,1,2,0,1,1,1,0,0,1.0,1,1,0.8238627021634315,0.5266609077947266,1
9788-YTFGE,0,0,0,0,-1.0331224013585834,1,0,0,2,2,2,2,2,2,0.0,1,0,-1.4893587220678117,-0.9411363637367008,0
9277-JOOMO,1,0,0,0,-1.1960038562387048,1,1,0,2,2,2,2,2,2,0.0,0,0,-1.3348116010523623,-0.9681147683277368,0
1907-YLNYW,0,0,0,0,-0.9924020376385531,1,0,1,1,0,1,0,0,1,0.0,1,1,0.06442147308751339,-0.7507654466306996,0
1725-MIMXW,0,0,0,1,-1.2774445836787656,1,0,0,2,2,2,2,2,2,0.0,1,0,-1.505976692069473,-0.997629981200023,1
8947-YRTDV,0,0,1,1,-0.015113308357824713,1,0,2,1,1,1,0,0,1,1.0,0,0,0.9983513871808745,0.37537889742242586,0
3161-ONRWK,0,0,1,1,1.125056875803025,1,0,1,1,1,1,1,0,0,1.0,1,2,0.03617092408468901,0.7268922883939357,0
0114-RSRRW,1,0,1,0,-0.9109613101984924,1,0,0,2,2,2,2,2,2,0.0,1,2,-1.4893587220678117,-0.9233787057679487,0
0031-PVLZI,1,0,1,1,-1.1552834925186746,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.4760643460664828,-0.9725266088168677,1
7206-GZCDC,1,1,0,0,-1.2774445836787656,1,0,2,0,0,0,0,0,0,0.0,1,1,0.14917312009598557,-0.9756590155641507,1
6682-VCIXC,1,0,1,1,0.43281069256250915,0,2,1,1,1,0,1,1,0,1.0,1,2,-0.44907379996381874,-0.05695941130996351,0
4791-QRGMF,0,0,1,0,1.0843365120829946,1,1,2,0,0,1,0,1,1,1.0,1,2,1.15456030519649,1.6237312230244791,1
6475-VHUIZ,1,0,1,0,-0.38159658183809786,1,0,1,0,0,1,1,0,0,0.0,0,1,-0.3493659799538514,-0.4672826360015892,0
0661-WCQNQ,0,0,1,0,-0.4223169455581282,1,0,1,1,0,0,1,0,0,1.0,1,3,-0.28289409994720643,-0.43611298294587886,0
7537-RBWEA,1,0,0,0,-1.2774445836787656,0,2,1,0,0,0,0,0,0,0.0,1,0,-1.3165318340505352,-0.9951152321212182,0
0121-SNYRK,0,0,0,0,0.7178532386027215,0,2,1,1,0,0,1,0,0,1.0,1,0,-0.9758634490164798,-0.23462422780726752,0
1768-ZAIFU,1,1,0,0,-1.2774445836787656,0,2,1,0,0,0,0,0,0,0.0,1,1,-1.3148700370503688,-0.9950931729187726,1
4671-LXRDQ,0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0.0,1,0,-0.6567984249845842,-0.9636588094337145,1
3733-LSYCE,1,0,1,0,-0.7073594915983407,1,0,2,0,1,0,0,0,0,0.0,0,2,0.35191235411625243,-0.5144893292352906,0
1934-SJVJK,0,0,0,0,-1.2774445836787656,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.4827115340671475,-0.9973211523657837,1
3838-OZURD,0,0,1,0,1.369379058123207,1,1,2,0,1,1,0,1,1,0.0,1,3,1.3373579752147637,2.1408651059579653,1
9269-CQOOL,0,0,0,1,-1.1960038562387048,1,0,1,0,0,0,0,1,0,0.0,1,3,-0.33440980695235617,-0.9314523738630585,1
7690-KPNCU,0,0,1,1,1.2879383306831464,1,0,1,1,0,1,0,1,1,1.0,1,3,0.27546969210861083,1.0623465799850087,0
0536-BGFMZ,1,0,1,0,-0.1779947632379461,1,0,0,2,2,2,2,2,2,0.0,0,0,-1.4710789550659844,-0.7578023322108635,0
2293-IJWPS,1,0,1,0,1.002895784642934,1,1,2,0,0,1,0,1,1,1.0,1,3,1.1961052302006432,1.6342755217935019,0
2845-HSJCY,1,0,1,1,-0.748079855318371,1,1,2,0,0,1,0,0,1,0.0,1,1,0.7474200401557899,-0.450936766989359,1
1184-PJVDB,0,0,1,0,-0.9109613101984924,1,0,2,0,0,0,0,1,0,0.0,1,1,0.5047976781315361,-0.628028044223076,1
2625-TRCZQ,1,0,1,0,0.758573602322752,0,2,1,0,1,0,0,1,1,0.0,1,1,-0.5022513039691348,0.12028628034087314,0
7266-GSSJX,0,0,1,1,-0.8702409464784621,1,0,0,2,2,2,2,2,2,0.0,1,1,-1.4727407520661506,-0.8955620514839779,0
7073-QETQY,0,0,1,1,1.369379058123207,1,0,0,2,2,2,2,2,2,1.0,1,1,-1.4760643460664828,-0.40642129645402747,0
9415-DPEWS,1,0,0,0,-0.5851984004382496,1,1,2,0,0,0,1,1,0,0.0,1,1,0.7839795741594444,-0.282977999568143,1
5624-RYAMH,1,0,0,0,-0.9516816739185228,1,0,0,2,2,2,2,2,2,0.0,1,1,-1.504314895069307,-0.9273052438032753,0
0196-JTUQI,1,0,0,0,-0.9516816739185228,1,1,2,0,0,0,0,0,0,0.0,1,3,0.3469269631157543,-0.7265665015478162,0
7130-YXBRO,0,0,1,0,0.6364125111626608,1,1,2,1,1,1,0,1,1,0.0,1,2,1.5517297882361936,1.3387263274266186,0
9272-LSVYH,0,0,0,0,-0.9109613101984924,1,0,2,0,0,0,0,0,0,0.0,0,0,0.179085466098976,-0.6817201429757999,0
7943-RQCHR,1,0,0,0,-0.9516816739185228,1,1,2,0,0,0,0,1,1,0.0,1,1,0.9966895901807084,-0.6136013258236177,1
3793-MMFUH,1,1,0,0,-0.7888002190384014,1,1,2,0,0,0,0,1,1,0.0,1,1,1.0066603721817051,-0.4370835878534877,1
